iteration,Cooperate,Defect,TitForTat
1,836,1185,479
2,513,1620,367
3,361,1841,298
4,329,1917,254
5,287,1989,224
6,276,2003,221
7,257,2048,195
8,275,2048,177
9,291,2037,172
10,293,2019,188
11,308,1997,195
12,329,1958,213
13,347,1967,186
14,351,1981,168
15,359,1969,172
16,372,1962,166
17,372,1960,168
18,403,1949,148
19,415,1928,157
20,435,1903,162
